GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US36029013001,36029013001,"Census Tract 130.01, Erie County, New York",3123,242,3076,240,47,70,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029013002,36029013002,"Census Tract 130.02, Erie County, New York",4933,331,4879,331,46,52,0,123,0,123,0,123,0,123,8,15,0,123,8,15
1400000US36029013101,36029013101,"Census Tract 131.01, Erie County, New York",6401,258,6289,293,91,114,0,123,0,123,0,123,0,123,21,33,0,123,21,33
1400000US36029013102,36029013102,"Census Tract 131.02, Erie County, New York",7845,341,7451,375,154,165,0,123,11,18,0,123,89,83,140,118,13,21,127,101
1400000US36029013201,36029013201,"Census Tract 132.01, Erie County, New York",6001,397,5907,416,0,123,12,22,51,88,0,123,0,123,31,46,0,123,31,46
1400000US36029013202,36029013202,"Census Tract 132.02, Erie County, New York",5064,244,4976,259,46,73,0,123,0,123,0,123,10,15,32,40,0,123,32,40
1400000US36029013300,36029013300,"Census Tract 133, Erie County, New York",3439,182,3321,199,0,123,8,13,67,76,0,123,15,25,28,43,0,123,28,43
1400000US36029013400,36029013400,"Census Tract 134, Erie County, New York",6473,293,6459,295,0,123,14,23,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029013501,36029013501,"Census Tract 135.01, Erie County, New York",6856,287,6680,301,34,41,24,36,38,49,0,123,33,38,47,56,0,123,47,56
1400000US36029013502,36029013502,"Census Tract 135.02, Erie County, New York",7153,318,7050,346,18,28,0,123,11,18,0,123,27,32,47,73,0,123,47,73
1400000US36029013600,36029013600,"Census Tract 136, Erie County, New York",3048,173,2944,183,94,87,0,123,0,123,0,123,0,123,10,18,0,123,10,18
1400000US36029013701,36029013701,"Census Tract 137.01, Erie County, New York",6214,405,6067,403,52,85,22,35,47,45,0,123,13,22,13,22,13,22,0,123
1400000US36029013702,36029013702,"Census Tract 137.02, Erie County, New York",5411,282,5328,283,14,22,0,123,69,77,0,123,0,123,0,123,0,123,0,123
1400000US36029013800,36029013800,"Census Tract 138, Erie County, New York",7661,231,7513,232,0,123,0,123,96,93,0,123,35,52,17,28,0,123,17,28
1400000US36029013900,36029013900,"Census Tract 139, Erie County, New York",2323,143,2323,143,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029014000,36029014000,"Census Tract 140, Erie County, New York",3779,207,3653,211,8,12,20,27,51,57,26,41,0,123,21,25,7,11,14,22
1400000US36029014101,36029014101,"Census Tract 141.01, Erie County, New York",6046,272,6046,272,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029014102,36029014102,"Census Tract 141.02, Erie County, New York",5184,269,4943,314,241,337,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029014204,36029014204,"Census Tract 142.04, Erie County, New York",3361,249,3219,248,18,20,11,17,0,123,0,123,7,13,106,105,7,12,99,104
1400000US36029014206,36029014206,"Census Tract 142.06, Erie County, New York",6839,278,6703,285,0,123,12,19,36,57,0,123,8,12,80,117,0,123,80,117
1400000US36029014207,36029014207,"Census Tract 142.07, Erie County, New York",5258,377,4964,367,23,27,0,123,14,24,0,123,82,141,175,218,0,123,175,218
1400000US36029014208,36029014208,"Census Tract 142.08, Erie County, New York",4834,309,4772,324,62,57,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029014209,36029014209,"Census Tract 142.09, Erie County, New York",4267,233,4142,240,31,35,0,123,0,123,0,123,0,123,94,79,0,123,94,79
1400000US36029014300,36029014300,"Census Tract 143, Erie County, New York",6134,321,6049,328,20,33,0,123,0,123,0,123,19,32,46,56,0,123,46,56
1400000US36029014400,36029014400,"Census Tract 144, Erie County, New York",4315,322,4275,321,0,123,0,123,12,20,0,123,0,123,28,37,0,123,28,37
1400000US36029014501,36029014501,"Census Tract 145.01, Erie County, New York",3579,174,3518,186,0,123,0,123,0,123,0,123,61,97,0,123,0,123,0,123
1400000US36029014502,36029014502,"Census Tract 145.02, Erie County, New York",2406,164,2395,162,0,123,0,123,0,123,11,17,0,123,0,123,0,123,0,123
1400000US36029014601,36029014601,"Census Tract 146.01, Erie County, New York",4893,287,4643,313,35,43,17,24,133,126,0,123,0,123,65,55,9,17,56,52
1400000US36029014603,36029014603,"Census Tract 146.03, Erie County, New York",4578,184,4106,259,56,68,0,123,349,206,0,123,0,123,67,75,0,123,67,75
1400000US36029014604,36029014604,"Census Tract 146.04, Erie County, New York",7401,305,6320,460,114,112,0,123,906,428,0,123,0,123,61,96,0,123,61,96
1400000US36029014701,36029014701,"Census Tract 147.01, Erie County, New York",5170,231,5105,232,17,26,0,123,35,36,0,123,0,123,13,21,0,123,13,21
1400000US36029014702,36029014702,"Census Tract 147.02, Erie County, New York",7693,391,7603,407,0,123,0,123,90,75,0,123,0,123,0,123,0,123,0,123
1400000US36029014801,36029014801,"Census Tract 148.01, Erie County, New York",2617,150,2387,218,18,30,192,151,0,123,0,123,20,31,0,123,0,123,0,123
1400000US36029014803,36029014803,"Census Tract 148.03, Erie County, New York",5901,150,5675,239,0,123,203,191,23,20,0,123,0,123,0,123,0,123,0,123
1400000US36029014901,36029014901,"Census Tract 149.01, Erie County, New York",2602,17,2556,39,20,25,0,123,0,123,0,123,8,14,18,16,0,123,18,16
1400000US36029014903,36029014903,"Census Tract 149.03, Erie County, New York",7548,174,6766,224,621,113,9,14,0,123,0,123,112,35,40,43,0,123,40,43
1400000US36029014904,36029014904,"Census Tract 149.04, Erie County, New York",637,175,504,162,103,63,20,22,0,123,0,123,5,8,5,8,5,8,0,123
1400000US36029015001,36029015001,"Census Tract 150.01, Erie County, New York",5374,26,5331,75,0,123,0,123,0,123,0,123,0,123,43,69,0,123,43,69
1400000US36029015002,36029015002,"Census Tract 150.02, Erie County, New York",2973,40,2862,93,0,123,26,40,36,57,0,123,21,32,28,45,0,123,28,45
1400000US36029015003,36029015003,"Census Tract 150.03, Erie County, New York",3430,32,3397,47,0,123,0,123,0,123,0,123,0,123,33,37,0,123,33,37
1400000US36029015101,36029015101,"Census Tract 151.01, Erie County, New York",3258,18,3194,65,0,123,0,123,64,59,0,123,0,123,0,123,0,123,0,123
1400000US36029015102,36029015102,"Census Tract 151.02, Erie County, New York",2746,16,2722,30,0,123,0,123,6,9,0,123,0,123,18,19,0,123,18,19
1400000US36029015201,36029015201,"Census Tract 152.01, Erie County, New York",3159,185,3146,190,0,123,0,123,13,22,0,123,0,123,0,123,0,123,0,123
1400000US36029015202,36029015202,"Census Tract 152.02, Erie County, New York",4805,187,4741,198,0,123,0,123,0,123,0,123,10,17,54,63,0,123,54,63
1400000US36029015301,36029015301,"Census Tract 153.01, Erie County, New York",5028,200,4846,240,0,123,0,123,150,165,0,123,0,123,32,36,0,123,32,36
1400000US36029015302,36029015302,"Census Tract 153.02, Erie County, New York",2693,199,2668,204,0,123,19,29,0,123,0,123,6,9,0,123,0,123,0,123
1400000US36029015401,36029015401,"Census Tract 154.01, Erie County, New York",2689,224,2652,221,37,57,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029015402,36029015402,"Census Tract 154.02, Erie County, New York",5437,422,5172,457,21,33,10,17,72,70,0,123,17,28,145,121,69,78,76,98
1400000US36029015501,36029015501,"Census Tract 155.01, Erie County, New York",2037,190,1965,192,9,13,58,62,0,123,0,123,0,123,5,8,5,8,0,123
1400000US36029015503,36029015503,"Census Tract 155.03, Erie County, New York",2405,298,2322,288,50,66,0,123,0,123,0,123,15,24,18,28,18,28,0,123
1400000US36029015504,36029015504,"Census Tract 155.04, Erie County, New York",3949,286,3691,297,45,38,121,113,0,123,0,123,0,123,92,119,0,123,92,119
1400000US36029015600,36029015600,"Census Tract 156, Erie County, New York",2014,175,1801,172,25,14,159,106,0,123,0,123,2,4,27,38,0,123,27,38
1400000US36029015700,36029015700,"Census Tract 157, Erie County, New York",3491,18,3375,67,27,35,34,45,20,20,0,123,25,40,10,12,0,123,10,12
1400000US36029015800,36029015800,"Census Tract 158, Erie County, New York",4213,17,4161,57,0,123,0,123,0,123,0,123,0,123,52,53,0,123,52,53
1400000US36029015900,36029015900,"Census Tract 159, Erie County, New York",4271,18,4126,131,0,123,0,123,134,131,0,123,0,123,11,18,0,123,11,18
1400000US36029016100,36029016100,"Census Tract 161, Erie County, New York",2807,153,1153,158,1086,129,37,34,9,14,0,123,438,98,84,36,21,25,63,29
1400000US36029016200,36029016200,"Census Tract 162, Erie County, New York",2652,477,2389,402,94,105,0,123,0,123,0,123,89,94,80,89,0,123,80,89
1400000US36029016300,36029016300,"Census Tract 163, Erie County, New York",2738,481,2359,354,59,69,42,58,28,59,0,123,26,41,224,279,16,27,208,276
1400000US36029016400,36029016400,"Census Tract 164, Erie County, New York",3166,398,1169,290,1622,209,25,28,49,64,0,123,195,120,106,62,39,39,67,52
1400000US36029016500,36029016500,"Census Tract 165, Erie County, New York",1152,174,613,158,422,144,17,18,51,60,0,123,36,26,13,17,4,6,9,16
1400000US36029016600,36029016600,"Census Tract 166, Erie County, New York",2859,407,13,23,2806,405,0,123,0,123,0,123,40,48,0,123,0,123,0,123
1400000US36029016700,36029016700,"Census Tract 167, Erie County, New York",2553,288,2370,324,0,123,150,146,0,123,0,123,25,28,8,14,0,123,8,14
1400000US36029016800,36029016800,"Census Tract 168, Erie County, New York",3649,494,104,82,3290,454,0,123,69,66,0,123,60,65,126,89,0,123,126,89
1400000US36029016900,36029016900,"Census Tract 169, Erie County, New York",4022,544,2828,398,1146,341,0,123,8,12,0,123,0,123,40,60,0,123,40,60
1400000US36029017000,36029017000,"Census Tract 170, Erie County, New York",2925,339,222,98,2608,308,0,123,17,29,0,123,0,123,78,76,9,14,69,75
1400000US36029017100,36029017100,"Census Tract 171, Erie County, New York",4195,559,2330,390,1296,389,0,123,138,159,0,123,244,64,187,140,116,124,71,68
1400000US36029017200,36029017200,"Census Tract 172, Erie County, New York",2407,264,2281,227,0,123,0,123,0,123,0,123,0,123,126,177,10,17,116,176
1400000US36029017300,36029017300,"Census Tract 173, Erie County, New York",7114,433,6593,480,218,242,0,123,217,312,0,123,10,17,76,94,19,30,57,89
1400000US36029017400,36029017400,"Census Tract 174, Erie County, New York",4027,508,2457,488,1313,325,0,123,0,123,0,123,136,73,121,107,75,92,46,58
1400000US36029017501,36029017501,"Census Tract 175.01, Erie County, New York",1512,139,1257,142,0,123,216,119,11,17,0,123,0,123,28,44,0,123,28,44
1400000US36029017502,36029017502,"Census Tract 175.02, Erie County, New York",2601,171,2562,186,0,123,0,123,21,30,0,123,0,123,18,25,0,123,18,25
1400000US36029940000,36029940000,"Census Tract 9400, Erie County, New York",1872,171,153,95,0,123,1172,221,273,228,0,123,0,123,274,144,0,123,274,144
1400000US36029940100,36029940100,"Census Tract 9401, Erie County, New York",19,33,0,123,0,123,19,33,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029990000,36029990000,"Census Tract 9900, Erie County, New York",0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36031960100,36031960100,"Census Tract 9601, Essex County, New York",2410,218,2330,228,1,3,10,10,11,14,0,123,0,123,58,46,1,3,57,46
1400000US36031960200,36031960200,"Census Tract 9602, Essex County, New York",2480,18,2467,24,0,123,7,11,0,123,0,123,0,123,6,7,0,123,6,7
1400000US36031960300,36031960300,"Census Tract 9603, Essex County, New York",2472,233,2383,218,0,123,0,123,5,13,0,123,0,123,84,59,5,8,79,55
1400000US36031960498,36031960498,"Census Tract 9604.98, Essex County, New York",2827,542,2724,519,12,17,14,23,8,15,16,21,53,66,0,123,0,123,0,123
1400000US36031960598,36031960598,"Census Tract 9605.98, Essex County, New York",6127,541,4772,456,908,200,23,20,30,29,0,123,331,175,63,39,41,29,22,26
1400000US36031960700,36031960700,"Census Tract 9607, Essex County, New York",1901,215,1844,211,1,2,1,3,21,23,11,17,0,123,23,16,0,123,23,16
1400000US36031960800,36031960800,"Census Tract 9608, Essex County, New York",1785,254,1722,251,0,123,0,123,4,6,0,123,0,123,59,51,0,123,59,51
1400000US36031960900,36031960900,"Census Tract 9609, Essex County, New York",3739,452,3584,399,6,12,25,40,16,21,0,123,51,70,57,35,0,123,57,35
1400000US36031961000,36031961000,"Census Tract 9610, Essex County, New York",4837,39,4619,84,124,64,0,123,0,123,3,5,10,19,81,54,0,123,81,54
1400000US36031961100,36031961100,"Census Tract 9611, Essex County, New York",2072,289,2033,294,0,123,0,123,17,19,0,123,0,123,22,23,0,123,22,23
1400000US36031961200,36031961200,"Census Tract 9612, Essex County, New York",5077,17,4964,93,0,123,0,123,20,29,0,123,35,53,58,57,0,123,58,57
1400000US36031961300,36031961300,"Census Tract 9613, Essex County, New York",2408,411,2290,345,20,33,0,123,43,40,0,123,14,21,41,66,0,123,41,66
1400000US36031961400,36031961400,"Census Tract 9614, Essex County, New York",1281,136,1270,136,1,2,2,3,0,123,0,123,0,123,8,9,0,123,8,9
1400000US36033940000,36033940000,"Census Tract 9400, Franklin County, New York",3134,14,191,103,0,123,2226,271,273,156,0,123,205,215,239,176,0,123,239,176
1400000US36033950100,36033950100,"Census Tract 9501, Franklin County, New York",4418,305,4153,282,125,72,16,20,39,36,5,7,31,36,49,39,20,25,29,30
1400000US36033950200,36033950200,"Census Tract 9502, Franklin County, New York",4125,302,3730,260,44,46,226,109,34,29,11,16,24,33,56,33,2,4,54,34
1400000US36033950300,36033950300,"Census Tract 9503, Franklin County, New York",6204,328,6095,319,20,30,28,28,4,5,0,123,4,7,53,31,0,123,53,31
1400000US36033950400,36033950400,"Census Tract 9504, Franklin County, New York",4681,400,4535,378,21,28,22,36,0,123,0,123,20,32,83,73,66,67,17,28
1400000US36033950501,36033950501,"Census Tract 9505.01, Franklin County, New York",3607,360,3440,347,54,45,0,123,61,84,0,123,11,18,41,38,0,123,41,38
1400000US36033950502,36033950502,"Census Tract 9505.02, Franklin County, New York",6457,243,2888,260,2983,187,64,40,25,24,0,123,465,94,32,27,18,20,14,17
1400000US36033950600,36033950600,"Census Tract 9506, Franklin County, New York",1986,187,1934,191,0,123,7,10,6,7,0,123,21,34,18,28,0,123,18,28
1400000US36033950700,36033950700,"Census Tract 9507, Franklin County, New York",2488,235,2439,226,0,123,0,123,2,3,0,123,7,11,40,28,14,18,26,21
1400000US36033950800,36033950800,"Census Tract 9508, Franklin County, New York",2890,558,2744,544,117,104,7,6,0,123,0,123,9,8,13,12,0,123,13,12
1400000US36033950900,36033950900,"Census Tract 9509, Franklin County, New York",3360,239,3272,245,28,27,5,8,14,19,0,123,40,48,1,3,0,123,1,3
1400000US36033951000,36033951000,"Census Tract 9510, Franklin County, New York",2340,239,2189,255,3,6,0,123,97,132,0,123,0,123,51,47,19,31,32,38
1400000US36033951100,36033951100,"Census Tract 9511, Franklin County, New York",3900,258,3818,254,72,59,0,123,10,16,0,123,0,123,0,123,0,123,0,123
1400000US36033951200,36033951200,"Census Tract 9512, Franklin County, New York",2107,262,2010,263,0,123,97,99,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36035970100,36035970100,"Census Tract 9701, Fulton County, New York",2687,16,2662,29,13,19,0,123,0,123,0,123,6,12,6,9,0,123,6,9
1400000US36035970200,36035970200,"Census Tract 9702, Fulton County, New York",2843,297,2813,291,5,10,0,123,0,123,0,123,22,23,3,5,0,123,3,5
1400000US36035970300,36035970300,"Census Tract 9703, Fulton County, New York",3652,297,3647,297,0,123,0,123,5,8,0,123,0,123,0,123,0,123,0,123
1400000US36035970400,36035970400,"Census Tract 9704, Fulton County, New York",1979,168,1920,168,0,123,8,11,29,46,0,123,22,23,0,123,0,123,0,123
1400000US36035970500,36035970500,"Census Tract 9705, Fulton County, New York",4001,169,3928,166,33,29,27,33,9,10,0,123,0,123,4,6,0,123,4,6
1400000US36035970600,36035970600,"Census Tract 9706, Fulton County, New York",7130,50,6504,202,410,149,16,19,18,21,0,123,65,43,117,114,0,123,117,114
1400000US36035970700,36035970700,"Census Tract 9707, Fulton County, New York",3561,363,3383,354,149,107,0,123,0,123,0,123,0,123,29,30,7,12,22,28
1400000US36035970800,36035970800,"Census Tract 9708, Fulton County, New York",2872,402,2669,386,93,89,0,123,0,123,0,123,23,39,87,80,0,123,87,80
1400000US36035970900,36035970900,"Census Tract 9709, Fulton County, New York",3993,461,3618,461,140,95,29,50,32,47,0,123,9,15,165,137,0,123,165,137
1400000US36035971000,36035971000,"Census Tract 9710, Fulton County, New York",2537,233,2430,221,23,29,0,123,48,81,0,123,0,123,36,51,0,123,36,51
1400000US36035971100,36035971100,"Census Tract 9711, Fulton County, New York",2657,270,2635,267,0,123,14,21,8,13,0,123,0,123,0,123,0,123,0,123
1400000US36035971200,36035971200,"Census Tract 9712, Fulton County, New York",4176,246,4048,253,90,70,0,123,8,14,0,123,0,123,30,52,0,123,30,52
1400000US36035971300,36035971300,"Census Tract 9713, Fulton County, New York",4535,250,4303,280,90,115,0,123,109,85,0,123,0,123,33,37,0,123,33,37
1400000US36035971400,36035971400,"Census Tract 9714, Fulton County, New York",3645,22,3551,76,17,17,0,123,53,64,0,123,0,123,24,35,0,123,24,35
1400000US36035971500,36035971500,"Census Tract 9715, Fulton County, New York",5229,21,5063,126,0,123,13,19,2,4,0,123,55,91,96,94,0,123,96,94
1400000US36037940100,36037940100,"Census Tract 9401, Genesee County, New York",530,109,33,19,18,21,409,92,50,44,0,123,13,14,7,11,0,123,7,11
1400000US36037950100,36037950100,"Census Tract 9501, Genesee County, New York",5489,278,5360,281,82,87,0,123,0,123,0,123,0,123,47,41,0,123,47,41
1400000US36037950200,36037950200,"Census Tract 9502, Genesee County, New York",5924,264,5650,274,87,47,10,17,7,12,0,123,60,69,110,72,0,123,110,72
1400000US36037950300,36037950300,"Census Tract 9503, Genesee County, New York",6093,239,5799,259,68,74,58,33,17,20,0,123,13,19,138,104,0,123,138,104
1400000US36037950400,36037950400,"Census Tract 9504, Genesee County, New York",6619,18,6447,205,172,205,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36037950500,36037950500,"Census Tract 9505, Genesee County, New York",2889,309,2829,310,52,56,0,123,8,13,0,123,0,123,0,123,0,123,0,123
1400000US36037950600,36037950600,"Census Tract 9506, Genesee County, New York",2207,318,2078,316,18,28,0,123,6,10,0,123,0,123,105,106,0,123,105,106
1400000US36037950700,36037950700,"Census Tract 9507, Genesee County, New York",2532,372,2239,397,180,148,24,22,0,123,0,123,0,123,89,93,0,123,89,93
1400000US36037950800,36037950800,"Census Tract 9508, Genesee County, New York",3427,359,2695,320,447,242,0,123,20,29,0,123,60,54,205,132,0,123,205,132
1400000US36037950900,36037950900,"Census Tract 9509, Genesee County, New York",2447,200,2317,208,49,51,0,123,0,123,0,123,0,123,81,79,0,123,81,79
1400000US36037951000,36037951000,"Census Tract 9510, Genesee County, New York",2084,291,2010,293,23,33,0,123,37,49,0,123,0,123,14,24,0,123,14,24
1400000US36037951100,36037951100,"Census Tract 9511, Genesee County, New York",5080,303,4907,302,54,60,0,123,49,52,0,123,0,123,70,57,0,123,70,57
1400000US36037951200,36037951200,"Census Tract 9512, Genesee County, New York",4915,201,4640,242,170,94,25,34,0,123,12,20,12,20,56,74,49,74,7,12
1400000US36037951300,36037951300,"Census Tract 9513, Genesee County, New York",4078,213,3866,221,47,45,0,123,0,123,0,123,87,128,78,61,0,123,78,61
1400000US36037951400,36037951400,"Census Tract 9514, Genesee County, New York",5638,17,5476,64,9,15,0,123,51,41,0,123,0,123,102,64,0,123,102,64
1400000US36039080100,36039080100,"Census Tract 801, Greene County, New York",3383,19,3279,113,72,70,0,123,0,123,0,123,32,47,0,123,0,123,0,123
1400000US36039080201,36039080201,"Census Tract 802.01, Greene County, New York",3701,26,3586,92,47,49,0,123,0,123,0,123,0,123,68,64,19,31,49,55
1400000US36039080202,36039080202,"Census Tract 802.02, Greene County, New York",2720,16,2708,22,0,123,0,123,0,123,0,123,0,123,12,18,12,18,0,123
1400000US36039080300,36039080300,"Census Tract 803, Greene County, New York",3027,251,3027,251,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36039080401,36039080401,"Census Tract 804.01, Greene County, New York",2753,19,2654,89,10,16,0,123,66,83,0,123,0,123,23,30,0,123,23,30
1400000US36039080402,36039080402,"Census Tract 804.02, Greene County, New York",2190,248,2182,249,0,123,0,123,8,13,0,123,0,123,0,123,0,123,0,123
1400000US36039080501,36039080501,"Census Tract 805.01, Greene County, New York",2324,378,2307,378,17,29,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36039080502,36039080502,"Census Tract 805.02, Greene County, New York",4340,376,4210,390,0,123,0,123,0,123,0,123,130,176,0,123,0,123,0,123
1400000US36039080600,36039080600,"Census Tract 806, Greene County, New York",2945,204,2851,210,26,43,12,18,10,17,0,123,0,123,46,64,0,123,46,64
1400000US36039080700,36039080700,"Census Tract 807, Greene County, New York",3037,149,2667,255,307,204,0,123,0,123,0,123,63,98,0,123,0,123,0,123
1400000US36039080800,36039080800,"Census Tract 808, Greene County, New York",2991,160,943,124,1805,160,27,21,25,31,0,123,138,68,53,35,53,35,0,123
1400000US36039080900,36039080900,"Census Tract 809, Greene County, New York",4105,21,3801,136,98,69,0,123,188,105,0,123,0,123,18,21,0,123,18,21
1400000US36039081000,36039081000,"Census Tract 810, Greene County, New York",4647,147,3909,296,510,220,38,60,0,123,0,123,32,38,158,140,0,123,158,140
1400000US36039081101,36039081101,"Census Tract 811.01, Greene County, New York",3717,347,3500,353,19,29,23,39,49,44,0,123,0,123,126,134,0,123,126,134
1400000US36039081102,36039081102,"Census Tract 811.02, Greene County, New York",3530,334,3229,387,78,66,0,123,16,30,0,123,94,118,113,84,0,123,113,84
1400000US36041950100,36041950100,"Census Tract 9501, Hamilton County, New York",1226,150,1194,143,1,11,0,123,0,123,0,123,0,123,31,29,0,123,31,29
1400000US36041950300,36041950300,"Census Tract 9503, Hamilton County, New York",1327,161,1278,150,0,123,0,123,24,24,0,123,21,30,4,7,0,123,4,7
1400000US36041950400,36041950400,"Census Tract 9504, Hamilton County, New York",1421,171,1358,153,20,33,0,123,10,17,0,123,0,123,33,37,0,123,33,37
1400000US36041950500,36041950500,"Census Tract 9505, Hamilton County, New York",934,142,911,138,6,8,0,123,0,123,0,123,11,16,6,9,0,123,6,9
1400000US36043010100,36043010100,"Census Tract 101, Herkimer County, New York",6371,279,6258,284,0,123,0,123,23,22,0,123,7,10,83,40,12,14,71,38
1400000US36043010201,36043010201,"Census Tract 102.01, Herkimer County, New York",3647,231,3484,253,77,71,23,38,0,123,0,123,19,31,44,41,9,14,35,40
1400000US36043010202,36043010202,"Census Tract 102.02, Herkimer County, New York",3926,233,3867,234,0,123,0,123,30,41,0,123,8,13,21,29,0,123,21,29
1400000US36043010300,36043010300,"Census Tract 103, Herkimer County, New York",5349,251,5302,252,43,68,0,123,4,8,0,123,0,123,0,123,0,123,0,123
1400000US36043010400,36043010400,"Census Tract 104, Herkimer County, New York",3376,238,3256,250,0,123,7,10,50,68,0,123,12,19,51,65,0,123,51,65
1400000US36043010501,36043010501,"Census Tract 105.01, Herkimer County, New York",2769,217,2745,214,17,28,0,123,0,123,0,123,0,123,7,11,0,123,7,11
1400000US36043010502,36043010502,"Census Tract 105.02, Herkimer County, New York",1798,184,1768,183,0,123,30,46,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36043010701,36043010701,"Census Tract 107.01, Herkimer County, New York",2911,212,2883,212,0,123,0,123,4,9,0,123,0,123,24,38,0,123,24,38
1400000US36043010702,36043010702,"Census Tract 107.02, Herkimer County, New York",2064,213,1993,203,36,58,0,123,0,123,0,123,23,38,12,20,0,123,12,20
1400000US36043010900,36043010900,"Census Tract 109, Herkimer County, New York",3469,227,3334,221,94,94,4,6,9,13,0,123,0,123,28,30,0,123,28,30
1400000US36043011001,36043011001,"Census Tract 110.01, Herkimer County, New York",2080,177,2063,180,0,123,5,9,0,123,0,123,0,123,12,20,0,123,12,20
1400000US36043011002,36043011002,"Census Tract 110.02, Herkimer County, New York",3152,258,3091,268,0,123,10,16,47,64,0,123,0,123,4,8,0,123,4,8
1400000US36043011100,36043011100,"Census Tract 111, Herkimer County, New York",2562,398,2281,379,25,40,22,29,0,123,0,123,60,93,174,138,0,123,174,138
1400000US36043011200,36043011200,"Census Tract 112, Herkimer County, New York",5796,504,5669,525,87,83,26,43,0,123,0,123,0,123,14,21,0,123,14,21
1400000US36043011301,36043011301,"Census Tract 113.01, Herkimer County, New York",1762,278,1653,276,0,123,0,123,62,68,0,123,0,123,47,52,0,123,47,52
1400000US36043011302,36043011302,"Census Tract 113.02, Herkimer County, New York",3395,29,3041,270,39,67,10,16,53,73,0,123,202,261,50,49,23,41,27,29
1400000US36043011400,36043011400,"Census Tract 114, Herkimer County, New York",4860,264,4733,258,56,55,0,123,13,19,0,123,6,12,52,35,0,123,52,35
1400000US36043011501,36043011501,"Census Tract 115.01, Herkimer County, New York",3093,136,2978,131,9,13,11,13,11,12,0,123,28,27,56,34,8,12,48,35
1400000US36043011502,36043011502,"Census Tract 115.02, Herkimer County, New York",1952,308,1896,299,37,46,0,123,19,19,0,123,0,123,0,123,0,123,0,123
1400000US36045060100,36045060100,"Census Tract 601, Jefferson County, New York",4158,333,4019,361,56,48,0,123,0,123,0,123,0,123,83,65,0,123,83,65
1400000US36045060200,36045060200,"Census Tract 602, Jefferson County, New York",7402,340,6514,353,462,113,49,29,31,41,18,31,231,109,97,59,33,40,64,43
1400000US36045060300,36045060300,"Census Tract 603, Jefferson County, New York",3998,356,3854,345,75,69,0,123,63,67,0,123,6,10,0,123,0,123,0,123
1400000US36045060400,36045060400,"Census Tract 604, Jefferson County, New York",6323,405,6051,433,31,29,0,123,40,49,0,123,14,17,187,145,55,83,132,110
1400000US36045060500,36045060500,"Census Tract 605, Jefferson County, New York",5258,429,4742,430,195,135,68,53,53,52,0,123,31,48,169,96,22,35,147,94
1400000US36045060600,36045060600,"Census Tract 606, Jefferson County, New York",6776,493,4802,449,888,184,133,117,298,269,0,123,351,178,304,160,85,71,219,141
1400000US36045060700,36045060700,"Census Tract 607, Jefferson County, New York",4270,331,4090,336,43,58,21,23,0,123,0,123,37,37,79,50,18,21,61,44
1400000US36045060803,36045060803,"Census Tract 608.03, Jefferson County, New York",7369,518,4823,691,811,316,23,28,367,245,152,177,761,320,432,266,57,56,375,264
1400000US36045060804,36045060804,"Census Tract 608.04, Jefferson County, New York",4987,522,3766,591,460,195,39,51,34,52,0,123,189,138,499,388,291,369,208,144
1400000US36045060900,36045060900,"Census Tract 609, Jefferson County, New York",6366,18,5857,280,335,262,25,34,38,42,0,123,41,48,70,57,0,123,70,57
1400000US36045061000,36045061000,"Census Tract 610, Jefferson County, New York",3937,127,3508,213,65,55,8,10,79,66,0,123,120,90,157,97,66,62,91,73
1400000US36045061100,36045061100,"Census Tract 611, Jefferson County, New York",6267,471,5428,452,189,128,22,20,236,154,0,123,129,121,263,213,7,11,256,212
1400000US36045061200,36045061200,"Census Tract 612, Jefferson County, New York",3641,391,3289,434,105,108,8,14,32,29,0,123,82,70,125,99,21,30,104,96
1400000US36045061300,36045061300,"Census Tract 613, Jefferson County, New York",2532,328,2131,296,191,129,0,123,0,123,0,123,56,78,154,141,36,50,118,123
1400000US36045061400,36045061400,"Census Tract 614, Jefferson County, New York",3672,288,3165,316,235,149,15,22,4,9,0,123,44,46,209,166,23,27,186,164
