Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,
"Jashill Mart Inc/Mobil",-73.797401,40.709278,"16501 Hillside Ave","","Jamaica","NY","11432","4134","QUEENS" 
"FRUTERA EL BUEN CAMINO CORP",-73.94223,40.837391,"3888 BROADWAY","","NEW YORK","NY","10032","1574","NEW YORK" 
"Costco Wholesale 1070",-73.862549,40.730412,"6135 Junction Blvd","Suite 1","Rego Park","NY","11374","","QUEENS" 
"M Barrie  African Market Halal Meat",-73.862442,40.884052,"3818 White Plains Rd","","Bronx","NY","10467","5316","BRONX" 
"2239 1st Ave Deli",-73.93589,40.79541,"2239 1st Ave","","New York","NY","10029","1601","NEW YORK" 
"Citgo Food Mart",-74.679794,41.659004,"68 Pleasant St","","Monticello","NY","12701","1415","SULLIVAN" 
"K & P Astoria Inc",-73.926277,40.756741,"3501 34th St","","Astoria","NY","11106","1975","QUEENS" 
"A Line Deli Inc",-73.75444,40.604919,"2115 Mott Ave","","Far Rockaway","NY","11691","3215","QUEENS" 
"M & S Fresh Fish Inc",-73.624748,40.708553,"71 Main St","Unit B","Hempstead","NY","11550","2426","NASSAU" 
"Discos Azteca, Inc",-73.959877,40.580639,"3094 Coney Island Ave","","Brooklyn","NY","11235","6319","KINGS" 
"Trader Joe's 543",-73.993675,40.74176,"675 6th Ave","","New York","NY","10010","","NEW YORK" 
"Cincinnatus Home Center DBA 3607",-75.902,42.540436,"2752 State Route 26","","Cincinnatus","NY","13040","2100","CORTLAND" 
"Walmart Supercenter 5732",-75.948624,42.116631,"2 Gannett Dr","","Johnson City","NY","13790","2260","BROOME" 
"Lackawanna Halal Market",-78.845306,42.82737,"174 Ridge Rd","","Buffalo","NY","14218","1128","ERIE" 
"BETTER CLASS FOODS INC",-73.90889,40.668697,"41 Belmont Ave","","Brooklyn","NY","11212","6403","KINGS" 
"Laurus Corp DBA New Concourse Pharmacy",-73.898636,40.860172,"2395 Grand Concourse","Store #7","Bronx","NY","10468","","BRONX" 
"Earth's Basket Inc",-73.993362,40.664829,"599 4th Ave","","Brooklyn","NY","11215","5342","KINGS" 
"Healthsource Pharmacy II Inc.",-73.980171,40.746555,"120 E 34th St","Frnt 2","New York","NY","10016","4682","NEW YORK" 
"133 Food Corp",-73.972557,40.687447,"133 Lafayette Ave","","Brooklyn","NY","11238","1053","KINGS" 
"Lakewood Arrow Mart 46",-79.325851,42.097916,"5 E Fairmount Ave","","Lakewood","NY","14750","1805","CHAUTAUQUA" 
"Ashville Arrow Mart 45",-79.352295,42.09914,"4469 W Fairmount Ave","","Lakewood","NY","14750","9712","CHAUTAUQUA" 
"Speedway 7597",-74.109421,40.570606,"2488 Hylan Blvd","","Staten Island","NY","10306","3144","RICHMOND" 
"Speedway 7809",-74.073341,40.638035,"951 Bay St","","Staten Island","NY","10305","4938","RICHMOND" 
"Uncle Giuseppe's Marketplace",-73.045418,40.922977,"1046 Route 112","","Port Jefferson Station","NY","11776","3095","SUFFOLK" 
"Walgreens 10914",-74.033485,41.52594,"82 N Plank Rd","","Newburgh","NY","12550","2120","ORANGE" 
"Walgreens 07057",-73.685745,40.689175,"730 Franklin Ave","","Franklin Square","NY","11010","1111","NASSAU" 
"Walgreens 02077",-73.991493,41.925507,"316 Broadway","","Kingston","NY","12401","5146","ULSTER" 
"Target 2380",-73.932495,40.795731,"517 E 117th St","Ste 201","New York","NY","10035","4450","NEW YORK" 
"Maria Farm Deli Corp",-73.896553,40.669209,"605 Sutter Ave","","Brooklyn","NY","11207","4105","KINGS" 
"Rutland Meat & Produce Corp/Food Universe",-73.925262,40.663364,"1036 Rutland Rd","AKA 1036 & 1038 Rutland Rd","Brooklyn","NY","11212","2943","KINGS" 
"Harding Deli & Grocery Inc.",-73.812012,40.816597,"3009 Harding Ave","Frnt 6","Bronx","NY","10465","3441","BRONX" 
"271 Grocery Corp",-73.92469,40.611916,"271 Flatbush Ave","","Brooklyn","NY","11217","2821","KINGS" 
"7-Eleven #32355",-73.481697,40.741325,"497 Stewart Ave","","Bethpage","NY","11714","2719","NASSAU" 
"JM Deli Grocery Corp I",-73.946526,40.68026,"1369 Fulton St","","Brooklyn","NY","11216","2111","KINGS" 
"N & K Supermart Inc",-73.883644,40.755768,"8319 Northern Blvd","","Jackson Heights","NY","11372","1459","QUEENS" 
"Endicott Gas Inc",-76.071419,42.093956,"415 W Main St","","Endicott","NY","13760","4619","BROOME" 
"Hermanos Acosta Food Corp",-73.945084,40.708466,"166 Manhattan Ave","","Brooklyn","NY","11206","2048","KINGS" 
"Stop 1 Deli & 99 Cent Plus Corp",-73.949333,40.801025,"77 W 115th St","","New York","NY","10026","3138","NEW YORK" 
"Dollar Variety LLC",-73.897171,40.934013,"8 Palisade Ave","","Yonkers","NY","10701","3061","WESTCHESTER" 
"G & R Variety Discount Inc",-73.877678,40.826439,"1106 Boynton Avenue","","Bronx","NY","10472","3700","BRONX" 
"New Garden Fish Market Corp",-73.830719,40.708729,"8118A Lefferts Blvd","","Kew Gardens","NY","11415","1729","QUEENS" 
"Dollar General 12419",-73.912125,41.603687,"1671 Route 9","Unit 1","Wappingers Falls","NY","12590","1375","DUTCHESS" 
"Family Dollar 5866",-75.450935,44.343582,"473 E Main St","","Gouverneur","NY","13642","1513","ST LAWRENCE" 
"999 Market LLC",-77.600105,43.143387,"709 Clinton Ave S","","Rochester","NY","14620","1401","MONROE" 
"Parivar Spices & Food Inc",-73.811119,42.698631,"1275 Central Ave","","Albany","NY","12205","5231","ALBANY" 
"Quick Gas Mart Inc/Sunoco",-74.574219,42.906506,"116 W Main St","","Canajoharie","NY","13317","1115","MONTGOMERY" 
"Family Dollar 8302",-78.865898,42.911503,"1384 Main St","","Buffalo","NY","14209","1733","ERIE" 
"Asian Food Store",-75.932938,42.104824,"200 Main St","","Binghamton","NY","13905","2609","BROOME" 
"Family Dollar 8252",-73.778931,40.708767,"18201 Jamaica Ave","","Hollis","NY","11423","2327","QUEENS" 
"Dollar Tree 4386",-74.358643,41.338032,"174 N Main St","","Florida","NY","10921","1021","ORANGE" 
"Walgreens 05074",-73.843391,40.841599,"55 Westchester Sq","","Bronx","NY","10461","3525","BRONX" 
"Walgreens 10064",-73.935768,40.601208,"3082 Avenue U","","Brooklyn","NY","11229","5117","KINGS" 
"Stewarts Shop 301",-74.087189,41.993637,"7 Zena Rd","","Kingston","NY","12401","7242","ULSTER" 
"Stewarts Shop 238",-74.9869,44.672699,"79 Market St","","Potsdam","NY","13676","1743","ST LAWRENCE" 
"New York Gourmet Butcher Inc",-73.936882,40.666306,"351 Troy Ave","","Brooklyn","NY","11213","5320","KINGS" 
"Green Planet Grocery",-76.23391,43.048046,"3514 W Genesee St","","Syracuse","NY","13219","2010","ONONDAGA" 
"Westside Supermarket LLC",-73.99913,40.739197,"77 7th Ave","","New York","NY","10011","","NEW YORK" 
"Woodbourne Fruits Inc",-74.601219,41.759224,"437 State Route 52","","Woodbourne","NY","12788","5718","SULLIVAN" 
"New Life Health Nutritional Center #2 Corp",-73.926903,40.864902,"200 Dyckman St","Frnt 9","New York","NY","10040","1016","NEW YORK" 
"Lupa Grocery And Halal Meat Inc.",-73.809082,40.705894,"14714 Hillside Ave","","Jamaica","NY","11435","3329","QUEENS" 
"Ramses II Deli Corp",-73.991806,40.764603,"732 10th Ave","","New York","NY","10019","7113","NEW YORK" 
"89-31 Food Corp",-73.799393,40.705479,"89-31 161st St","","Jamaica","NY","11432","","QUEENS" 
"Alnabil 85 Deli Grocery Corp",-73.900414,40.822769,"971 Prospect Ave","","Bronx","NY","10459","2903","BRONX" 
"Mi Pueblito Zumpango",-73.917152,40.8176,"615 Melrose Ave","Frnt 2","Bronx","NY","10455","2629","BRONX" 
"Ram Sunrise Inc",-73.997429,42.298325,"441 Main St","","Cairo","NY","12413","3108","GREENE" 
"Nas Deli & Grocery",-73.761169,42.642742,"58 Morton Ave","","Albany","NY","12202","1607","ALBANY" 
"Mata Y Cana Deli Grocery",-73.901344,40.817177,"911 E 156th St","","Bronx","NY","10455","1832","BRONX" 
"CVS Pharmacy 578",-78.70681,42.867821,"1231 French Rd","","Depew","NY","14043","4808","ERIE" 
"SCATURRO SUPERMARKET",-74.005089,40.629398,"6301 11th Ave","","Brooklyn","NY","11219","5207","KINGS" 
"CVS Pharmacy 5861",-73.837196,40.925259,"24 W Grand St","","Mount Vernon","NY","10552","2106","WESTCHESTER" 
"CVS Pharmacy 6237",-73.518974,40.750786,"399 Jerusalem Ave","","Hicksville","NY","11801","","NASSAU" 
"The Best Stop Deli Express Inc",-73.846252,40.870419,"1380 E Gun Hill Rd","","Bronx","NY","10469","3011","BRONX" 
"Archer Convenience Store LP",-73.863655,40.837936,"1501 White Plains Rd","","Bronx","NY","10462","4105","BRONX" 
"John & Jackie Sunrise Deli & Convenience Store Inc",-73.581223,40.656548,"21 E Sunrise Hwy","","Freeport","NY","11520","3920","NASSAU" 
"Alnabil 86 Deli Grocery Corp",-73.894585,40.850937,"502 E 180th St","","Bronx","NY","10457","3248","BRONX" 
"WESTERN BEEF RETAIL, INC 16",-74.005821,40.742905,"431 W 16th St","","New York","NY","10011","5892","NEW YORK" 
"C & E Multiservices Inc / C & E Mini Deli Grocery",-73.934998,40.698795,"586 Bushwick Ave","","Brooklyn","NY","11206","6020","KINGS" 
"Croes Avenue Famous Deli Corp.",-73.872116,40.832233,"1683 E 172nd St","","Bronx","NY","10472","2227","BRONX" 
"Valencia Bakery",-73.947289,40.790176,"159 E 103rd St","","New York","NY","10029","7705","NEW YORK" 
"Diamond Supermarket",-76.144455,43.079456,"1701 Court St","","Syracuse","NY","13208","1826","ONONDAGA" 
"Magic City Inc",-74.16951,40.577255,"2831 Richmond Ave","","Staten Island","NY","10314","5807","RICHMOND" 
"Don Paco Panaderia Inc",-73.939766,40.798233,"2129 3rd Ave","Frnt A","New York","NY","10035","4739","NEW YORK" 
"A Goldstein Food Inc",-73.969727,40.609123,"480 Avenue P","","Brooklyn","NY","11223","2002","KINGS" 
"Ronnie Ron Deli Inc",-73.753853,40.679012,"13447 Springfield Blvd","","Springfield Gardens","NY","11413","1448","QUEENS" 
"Ida Yarbrough Convenience Supermarket Inc",-73.748894,42.65873,"260 N Pearl St","","Albany","NY","12207","","ALBANY" 
"J J Deli & Sub",-77.606583,43.18655,"625 Norton St","","Rochester","NY","14621","3517","MONROE" 
"Sutter Dollar Discount Inc",-73.902374,40.668274,"448 Sutter Ave","","Brooklyn","NY","11212","8106","KINGS" 
"Bakery & Mini Market El Popo, Inc",-73.87841,40.748161,"88-28 Roosevelt Avenue","","Jackson Heights","NY","11372","7800","QUEENS" 
"Sister Seafood Corp/ocean Fish Mkt",-73.733681,40.712711,"22010 Hempstead Ave","","Queens Village","NY","11429","2119","QUEENS" 
"Steinway Deli Mart Inc",-73.903664,40.774788,"2079 Steinway St","","Astoria","NY","11105","1636","QUEENS" 
"Mi Mexico Mini Market Corp",-73.94648,40.790592,"172 E 104TH ST","","New York","NY","10029","8003","NEW YORK" 
"Star 1 Deli Grocery",-73.930527,40.656605,"830 Clarkson Ave","","Brooklyn","NY","11203","2228","KINGS" 
"Glen Cove Delicatessen Inc",-73.630249,40.86393,"33 Glen St","","Glen Cove","NY","11542","2704","NASSAU" 
"Anwarzai Inc - dba/ 7 Eleven #27105B",-73.779854,40.751869,"5812 Francis Lewis Blvd","AKA 5820 Francis Lewis Blvd","Bayside","NY","11365","","QUEENS" 
"1416 Far Rockaway Deli Inc",-73.749802,40.602619,"1416 Cornaga Ave","","Far Rockaway","NY","11691","4905","QUEENS" 
"Eman Food Center & Discount Mini Mart Corp",-73.944267,40.629631,"1667 Flatbush Ave","","Brooklyn","NY","11210","3278","KINGS" 
"Amherst Food Express Inc",-78.835205,42.940281,"72 E Amherst St","","Buffalo","NY","14214","1804","ERIE" 
"Blossoms Corner",-73.67765,40.65881,"459 Merrick Rd","","Lynbrook","NY","11563","2433","NASSAU" 
"HANNAFORD  391",-73.744865,43.096767,"95 Weibel Ave","","Saratoga Spgs","NY","12866","5328","SARATOGA" 
"Rinapher Inc DBA Compare Foods",-73.912231,40.755775,"4818 Broadway","","Astoria","NY","11103","1631","QUEENS" 
"Abbott Convenience Store",-78.800385,42.81451,"1849 Abbott Rd","","Buffalo","NY","14218","3230","ERIE" 
"KCY 957 Broadway Inc",-73.934807,40.696754,"957 Broadway","","Brooklyn","NY","11221","2404","KINGS" 
"Las Conchitas Bakery of Brooklyn Corp",-74.009468,40.645878,"4811 5th Ave","","Brooklyn","NY","11220","1916","KINGS" 
"XL Nostrand Ave",-73.948296,40.638241,"1940 Nostrand Ave","","Brooklyn","NY","11210","1532","KINGS" 
"Reid Stores, Inc/Crosby's 63",-78.746964,42.656849,"8339 Boston State Rd","","Boston","NY","14025","9704","ERIE" 
"Reid Stores, Inc/Crosby's 61",-78.4328,42.533749,"469 Main St","","Arcade","NY","14009","1003","WYOMING" 
"Reid Stores, Inc/Crosby's 59",-79.573776,42.324856,"122 E Main St","","Westfield","NY","14787","1101","CHAUTAUQUA" 
"Reid Stores Inc/Crosby's 58",-79.195328,42.121407,"116 E Main St","","Falconer","NY","14733","1316","CHAUTAUQUA" 
"Cumberland Farms, Inc 1595",-73.679001,42.51458,"1351 Route 9","","Castleton","NY","12033","9649","RENSSELAER" 
"Cumberland Farms, Inc 1574",-74.114342,42.039066,"63 Mill Hill Rd","","Woodstock","NY","12498","1303","ULSTER" 
"Cumberland Farms, Inc 1590",-73.850204,43.045673,"451 Geyser Rd","","Ballston Spa","NY","12020","3022","SARATOGA" 
"Cumberland Farms 1559",-73.990082,42.293884,"236 Main St","","Cairo","NY","12413","3114","GREENE" 
"Cumberland Farms, Inc 1571",-73.829552,42.362652,"385 Mansion St","","W Coxsackie","NY","12192","9708","GREENE" 
"Cumberland Farms, Inc 1558",-73.508255,43.095913,"1286 State Route 29","","Greenwich","NY","12834","6100","WASHINGTON" 
"Cumberland Farms, Inc 1541",-74.291878,41.225182,"109 Windermere Ave","","Greenwood Lake","NY","10925","2110","ORANGE" 
"Cumberland Farms, Inc 1521",-73.542763,42.638428,"8427 Miller Hill Rd","","Sand Lake","NY","12153","2012","RENSSELAER" 
"Cumberland Farms, Inc 1611",-73.69709,41.629101,"2447 Route 55","","Hopewell Jct","NY","12533","7509","DUTCHESS" 
"Cumberland Farms, Inc 1618",-73.873787,42.692463,"1870 Western Ave","","Albany","NY","12203","5020","ALBANY" 
"Cumberland Farms, Inc 1621",-73.819939,42.869881,"1032 Route 146","","Clifton Park","NY","12065","3659","SARATOGA" 
"Cumberland Farms, Inc 1662",-73.787086,42.611801,"68 Route 9W","","Glenmont","NY","12077","4714","ALBANY" 
"CVS Pharmacy  332",-73.535355,40.788147,"417 N Broadway","","Jericho","NY","11753","2106","NASSAU" 
"CVS Pharmacy  413",-73.789017,42.664585,"1026 Madison Ave","","Albany","NY","12208","2606","ALBANY" 
"CVS Pharmacy  510",-73.634651,40.726971,"820 Franklin Ave","","Garden City","NY","11530","4527","NASSAU" 
"CVS Pharmacy  531",-73.68644,41.325409,"325 Route 100","","Somers","NY","10589","3227","WESTCHESTER" 
"CVS Pharmacy  551",-73.675491,40.751225,"2030 Hillside Ave","","New Hyde Park","NY","11040","2608","NASSAU" 
"CVS Pharmacy 553",-73.417885,40.68383,"355 Broadway","Ste 2","Amityville","NY","11701","2715","SUFFOLK" 
"CVS Pharmacy  555",-73.479668,40.741123,"308 Broadway","","Bethpage","NY","11714","3007","NASSAU" 
"CVS Pharmacy  575",-78.19548,43.001553,"259 W Main St","","Batavia","NY","14020","1938","GENESEE" 
"CVS Pharmacy 725",-78.832214,42.958282,"392 Kenmore Ave","","Buffalo","NY","14223","2860","ERIE" 
"CVS Pharmacy 755",-77.594841,43.121063,"1900 Clinton Ave S","Ste 2","Rochester","NY","14618","5621","MONROE" 
"CVS Pharmacy 783",-73.688568,42.428974,"2982 Route 9","","Valatie","NY","12184","","COLUMBIA" 
"CVS Pharmacy 793",-74.322853,43.051323,"1013 State Highway 29a","","Gloversville","NY","12078","5828","FULTON" 
"CVS Pharmacy  807",-73.779037,41.127579,"1024 Broadway","","Thornwood","NY","10594","1133","WESTCHESTER" 
"CVS Pharmacy  845",-73.997002,40.679955,"395 Court St","","Brooklyn","NY","11231","4103","KINGS" 
"CVS Pharmacy 922",-73.309364,40.697048,"499 Montauk Hwy","","West Islip","NY","11795","4414","SUFFOLK" 
"CVS Pharmacy  949",-73.541176,40.660446,"2291 Merrick Rd","","Merrick","NY","11566","4756","NASSAU" 
"CVS Pharmacy  963",-73.622345,40.785801,"421 Glen Cove Rd","","Roslyn Heights","NY","11577","1811","NASSAU" 
"CVS Pharmacy  982",-73.502495,40.707783,"646 Wantagh Ave","","Levittown","NY","11756","5325","NASSAU" 
"CVS Pharmacy 997",-73.635597,40.848225,"206 Glen Cove Ave","Ste B","Glen Cove","NY","11542","4191","NASSAU" 
"CVS Pharmacy  1030",-73.990791,41.137615,"280 S Main St","","New City","NY","10956","3327","ROCKLAND" 
"CVS Pharmacy 1090",-73.792305,42.601189,"416 Route 9W","","Glenmont","NY","12077","3327","ALBANY" 
"CVS Pharmacy  1092",-73.551544,40.70153,"2034 N Jerusalem Rd","","North Bellmore","NY","11710","1110","NASSAU" 
"CVS Pharmacy  1117",-73.115273,40.754776,"4621 Sunrise Hwy","","Bohemia","NY","11716","4605","SUFFOLK" 
"CVS Pharmacy  1128",-74.282265,41.355797,"72 Brookside Ave","","Chester","NY","10918","1070","ORANGE" 
"CVS Pharmacy 1142",-77.503487,43.190495,"1900 Empire Blvd","Ste 1","Webster","NY","14580","1934","MONROE" 
"CVS Pharmacy  1186",-73.041847,40.865253,"822 Middle Country Rd","","Selden","NY","11784","2506","SUFFOLK" 
"CVS Pharmacy  1190",-72.791321,40.800285,"311 Main St","","Center Moriches","NY","11934","3508","SUFFOLK" 
"CVS Pharmacy  1216",-73.473618,40.775528,"1026 Old Country Rd","","Plainview","NY","11803","4917","NASSAU" 
"CVS Pharmacy  1228",-73.334808,40.896564,"753 Fort Salonga Rd","","Northport","NY","11768","3148","SUFFOLK" 
"CVS Pharmacy 1292",-73.892746,42.810707,"1330 Balltown Rd","","Schenectady","NY","12309","5338","SCHENECTADY" 
"CVS Pharmacy  1837",-73.458458,40.718994,"503 Northwest Dr","","Farmingdale","NY","11735","4940","NASSAU" 
"CVS Pharmacy 1907",-73.095276,40.7286,"105 Main St","","West Sayville","NY","11796","1810","SUFFOLK" 
"CVS Pharmacy  1931",-73.529015,40.761543,"202 W Old Country Rd","","Hicksville","NY","11801","4011","NASSAU" 
"CVS Pharmacy  1934",-73.728973,40.786728,"1 Gussack Plz","","Great Neck","NY","11021","3256","NASSAU" 
"CVS Pharmacy 1950",-73.173141,40.763687,"825 Connetquot Ave","","Islip Terrace","NY","11752","1423","SUFFOLK" 
"CVS Pharmacy  1952",-73.633926,40.751526,"17 E Jericho Tpke","","Mineola","NY","11501","3103","NASSAU" 
"CVS Pharmacy  1958",-73.500801,40.826328,"55 Cold Spring Rd","","Syosset","NY","11791","3108","NASSAU" 
"CVS Pharmacy  1963",-73.734375,40.800419,"510 Middle Neck Rd","","Great Neck","NY","11023","1422","NASSAU" 
"CVS Pharmacy  1997",-73.72332,41.196686,"10 S Bedford Rd","","Mount Kisco","NY","10549","3408","WESTCHESTER" 
"CVS Pharmacy  2044",-73.649147,40.754955,"254 Hillside Ave","","Williston Park","NY","11596","2201","NASSAU" 
"CVS Pharmacy  2052",-73.501732,40.66507,"3491 Merrick Rd","","Wantagh","NY","11793","4331","NASSAU" 
"CVS Pharmacy  2134",-73.533669,40.691444,"2660 Jerusalem Ave","","North Bellmore","NY","11710","1836","NASSAU" 
"CVS Pharmacy 2136",-73.47068,40.677692,"20 Broadway","Unit 1","Massapequa","NY","11758","5033","NASSAU" 
"CVS Pharmacy  2145",-73.708656,40.629536,"929 Broadway","","Woodmere","NY","11598","1759","NASSAU" 
"CVS Pharmacy  2154",-73.525314,40.670929,"2145 Bellmore Ave","","Bellmore","NY","11710","5607","NASSAU" 
"CVS Pharmacy  2211",-73.387276,40.704742,"701 Wellwood Ave","","Lindenhurst","NY","11757","1602","SUFFOLK" 
"CVS Pharmacy 2305",-72.999313,40.940575,"15918 Route 25A","","Miller Place","NY","11764","","SUFFOLK" 
"CVS Pharmacy  2365",-73.685097,40.69059,"640 Franklin Ave","","Franklin Square","NY","11010","1108","NASSAU" 
"CVS Pharmacy  2383",-73.652054,40.745548,"410 Jericho Tpke","","Mineola","NY","11501","1203","NASSAU" 
"CVS Pharmacy  2403",-73.650078,40.778816,"373 Willis Ave","","Roslyn Heights","NY","11577","2321","NASSAU" 
"CVS Pharmacy  2721",-73.02668,40.830891,"935 Horseblock Rd","","Farmingville","NY","11738","1228","SUFFOLK" 
"CVS Pharmacy  2726",-72.836983,40.944366,"6221 Route 25A","","Wading River","NY","11792","2003","SUFFOLK" 
"CVS Pharmacy  2743",-73.727859,42.772007,"485 Columbia St","","Cohoes","NY","12047","2220","ALBANY" 
"CVS Pharmacy  2780",-73.659332,40.68819,"814 Hempstead Ave","","West Hempstead","NY","11552","3238","NASSAU" 
"CVS Pharmacy  2836",-73.263588,40.742409,"1401 5th Ave","","Bay Shore","NY","11706","4129","SUFFOLK" 
"CVS Pharmacy  2908",-74.176437,41.31905,"488 State Route 17M","","Monroe","NY","10950","4124","ORANGE" 
"CVS Pharmacy  3015",-73.344322,40.694195,"204 Great East Neck Rd","","West Babylon","NY","11704","7821","SUFFOLK" 
"CVS Pharmacy  3099",-73.227005,40.727974,"480 Montauk Hwy","","Bay Shore","NY","11706","8502","SUFFOLK" 
"CVS Pharmacy  3102",-74.114677,42.039185,"60 Mill Hill Rd","","Woodstock","NY","12498","1316","ULSTER" 
"CVS Pharmacy  3105",-72.53875,40.984509,"9870 Main Rd","","Mattituck","NY","11952","1548","SUFFOLK" 
"CVS Pharmacy  3148",-73.751862,40.929947,"21 Chatsworth Ave","","Larchmont","NY","10538","2903","WESTCHESTER" 
"CVS Pharmacy  3154",-74.358887,41.257877,"59 Main St","","Warwick","NY","10990","1330","ORANGE" 
"CVS Pharmacy  3247",-73.624931,40.872013,"65 Forest Ave","","Glen Cove","NY","11542","2110","NASSAU" 
"CVS Pharmacy  3382",-72.872444,40.760548,"29 Havenwood Dr","","Shirley","NY","11967","3901","SUFFOLK" 
"CVS Pharmacy  4121",-73.422836,40.671608,"20 Merrick Rd","","Amityville","NY","11701","3455","SUFFOLK" 
"CVS Pharmacy  4452",-73.321182,40.739887,"1280 Deer Park Ave","","North Babylon","NY","11703","2716","SUFFOLK" 
"CVS Pharmacy  4611",-73.607002,40.639942,"951 Atlantic Ave","","Baldwin","NY","11510","4240","NASSAU" 
"CVS Pharmacy 4745",-73.764458,41.027431,"2632 Mamaroneck Ave","","White Plains","NY","10601","","WESTCHESTER" 
"CVS Pharmacy  5032",-73.659981,42.705303,"541 Pawling Ave","","Troy","NY","12180","5840","RENSSELAER" 
"CVS Pharmacy  5047",-73.7603,42.726528,"584 New Loudon Rd","","Latham","NY","12110","4024","ALBANY" 
"CVS Pharmacy  5062",-72.390038,40.887569,"111 Main St","","Southampton","NY","11968","4810","SUFFOLK" 
"CVS Pharmacy  5066",-73.030304,40.760605,"470 W Main St","","Patchogue","NY","11772","3025","SUFFOLK" 
"CVS Pharmacy 5348",-73.514336,43.101864,"1169 State Route 29","Ste 1","Greenwich","NY","12834","6131","WASHINGTON" 
"CVS Pharmacy  5367",-73.727051,40.620037,"116 Washington Ave","","Cedarhurst","NY","11516","1913","NASSAU" 
"CVS Pharmacy  5368",-73.705383,40.643337,"1220 Peninsula Blvd","","Hewlett","NY","11557","1224","NASSAU" 
"CVS Pharmacy  5372",-72.995506,40.767246,"503 E Main St","","Patchogue","NY","11772","3107","SUFFOLK" 
"CVS Pharmacy  5446",-73.328979,40.838543,"2000 Jericho Tpke","","East Northport","NY","11731","6207","SUFFOLK" 
"CVS Pharmacy  5454",-73.795448,40.946053,"1296 North Ave","","New Rochelle","NY","10804","2603","WESTCHESTER" 
"CVS Pharmacy 6023",-73.19693,40.854919,"82 W Main St","","Smithtown","NY","11787","2810","SUFFOLK" 
"CVS Pharmacy  6025",-73.093513,40.858109,"2315 Middle Country Rd","","Centereach","NY","11720","3531","SUFFOLK" 
"CVS Pharmacy  6054",-74.167931,40.587677,"2465 Richmond Ave","","Staten Island","NY","10314","5803","RICHMOND" 
"CVS Pharmacy  7067",-73.853104,40.852646,"1916 Williamsbridge Rd","","Bronx","NY","10461","1605","BRONX" 
"CVS Pharmacy 7087",-73.858116,40.905613,"132 Bronx River Rd","Ste 1","Yonkers","NY","10704","4443","WESTCHESTER" 
"CVS Pharmacy  8900",-73.994537,40.731941,"20 University Pl","","New York","NY","10003","4530","NEW YORK" 
"CVS Pharmacy 8968",-73.97715,40.745285,"222 E 34th St","","New York","NY","10016","","NEW YORK" 
"Stop & Buy Grocery",-73.922325,40.681,"247 Ralph Ave","","Brooklyn","NY","11233","2267","KINGS" 
"Aztlan Mexican Bakery & Grocery",-73.964401,41.19688,"8 Broadway","","Haverstraw","NY","10927","1606","ROCKLAND" 
"Tops 453",-77.799805,43.190926,"27 Slayton Ave","","Spencerport","NY","14559","1427","MONROE" 
"R & R West Indian Store",-73.831909,40.693047,"11407 Atlantic Ave","","Richmond Hill","NY","11418","3139","QUEENS" 
"Lomazoyatl Deli Grocery",-73.856522,40.743763,"10616 Corona Ave","","Corona","NY","11368","2907","QUEENS" 
"Ogdensburg Save-A-Lot 24743",-75.480309,44.6903,"701 Canton St","Ste 1","Ogdensburg","NY","13669","3827","ST LAWRENCE" 
"ALMEDINA LIVE POULTRY CORP.",-73.802063,40.700638,"15124 Beaver Rd","","Jamaica","NY","11433","1030","QUEENS" 
"Cacao Deli Grocery Corp",-73.887985,40.820404,"918 Faile St","Frnt 1","Bronx","NY","10474","4730","BRONX" 
"E-Z Food Mart",-76.812874,42.074253,"502 Broadway St","","Elmira","NY","14904","1600","CHEMUNG" 
"Azn  Food Corp",-74.192459,40.590603,"4178 Victory Blvd","","Staten Island","NY","10314","6739","RICHMOND" 
"La Marquesa Deli Grocery",-73.911957,40.701836,"281 Saint Nicholas Ave","","Ridgewood","NY","11385","2149","QUEENS" 
"Liberty 99 Cents Paradise Inc",-73.841354,40.680969,"9803 Liberty Ave","","Ozone Park","NY","11417","1653","QUEENS" 
"Westchester Tower Deli Corp",-73.840103,40.962337,"1853 Central Park Ave","","Yonkers","NY","10710","","WESTCHESTER" 
"RANDAZZO'S FISH MKT",-73.888992,40.853943,"2327 Arthur Ave","","Bronx","NY","10458","8103","BRONX" 
"Uncle Sams Health Food",-73.762299,42.734989,"644 New Loudon Rd","Ste 1","Latham","NY","12110","4086","ALBANY" 
"Wan Wan Mart Inc.",-73.768417,40.765938,"21515 39th Ave","","Bayside","NY","11361","2197","QUEENS" 
"CORO FOOD CORP",-73.907188,40.760265,"4911 30th Ave","","Woodside","NY","11377","7958","QUEENS" 
"Sunny Fruit & Vegetables Inc",-73.879539,40.875034,"3163 Bainbridge Ave","","Bronx","NY","10467","3907","BRONX" 
"Kingstar Deli Corp",-73.906754,40.712959,"5605 Metropolitan Ave","","Ridgewood","NY","11385","1958","QUEENS" 
"145 Deli & Grocery Inc",-73.947594,40.825138,"1717 Amsterdam Ave","","New York","NY","10031","4621","NEW YORK" 
"La Gallega Deli",-73.79776,40.704334,"162-02 Jamaica Ave","Ste 3","Jamaica","NY","11432","4910","QUEENS" 
"Parkview Grocery & Deli",-75.36367,42.32222,"680 State Highway 7","","Unadilla","NY","13849","3116","OTSEGO" 
"Morel Deli Grocery",-73.907799,40.706211,"575 Woodward Ave","","Ridgewood","NY","11385","2235","QUEENS" 
