cartodb_id,the_geom,puma,ct2010,borocode,boroct2010,ntaname,ntacode,id,cdeligibil,boroname,shape_leng,shape_area,ctlabel,count_vals,count_vals_density
27,0106000020E6100000010000000103000000010000002A000000F9459B5D5F7B52C01831D4511E6D4440D9587E21777B52C0F5DE1D5C326D44409A151EF28D7B52C02252EE8C456D4440F358C179867B52C0849E78045A6D44408DB1FD4A7F7B52C070AA46A06D6D44402519B97F777B52C04496B4E4826D4440468E2413707B52C04B8CBC58976D4440617DFA156B7B52C081CF8244A56D4440097687B6687B52C0F09A84E3AB6D4440EB08DC2A687B52C039CC82B0B76D4440DCD6938B647B52C0BE8620E6BB6D4440B487EB1E617B52C075596C88C06D44402B28DBEC5D7B52C07FA2948EC56D4440AC219BFC5A7B52C048C13FEECA6D4440D2793C54587B52C073E36F9BD06D4440335870F8557B52C04E442689D66D4440C4A23F83527B52C069F4D9D8C26D444004FF91F8517B52C078EAB64BC66D4440D3AD4E10517B52C0DA02A1D7C96D4440740308BF4F7B52C0585CA75DCD6D444074C226FF4D7B52C008779AB6D06D4440031A38D34B7B52C03C4D1EB6D36D4440140A1848497B52C0C1FAE42FD66D44406301A374467B52C0B26F51FED76D4440743D8C77437B52C0D506D308D96D44402EB84173407B52C01B432F48D96D444016E4CA883D7B52C078836EC6D86D444052FE8ED33A7B52C066224B9CD76D4440BADCD266387B52C00C9268EBD56D4440A75BF94C367B52C06F8BA8D8D36D4440835AC588347B52C07D832C87D16D44400F4B84A9327B52C08A3841C0CC6D4440483C010F317B52C0128096ADC76D4440365363C02F7B52C0D900015DC26D444023DF55C32E7B52C043AE25DEBC6D4440A1A6691B2E7B52C027D64F42B76D444058D027CA2D7B52C03F3F309BB16D4440F9B60CCF2D7B52C0EF05AEFAAB6D44404C585A272E7B52C0A148E971A66D4440D3A557AE507B52C01BD4789A466D444071D6B5E3577B52C0E3336FE2326D4440F9459B5D5F7B52C01831D4511E6D4440,3801,27700,1,1027700,Washington Heights North,MN35,1400000US36061027700,E,Manhattan,5903.1522559,1760155.96541,277,9,5.50370268334544e-05
28,0106000020E610000001000000010300000001000000130000007A744C9C8D7F52C0A9005F72465944409CDE382D9A7F52C0226948461259444083FA59569D7F52C085291FEE045944405DF5BC94A27F52C0C2E419EFEE5844407B3DE0D4A77F52C0E73D88EBD8584440A3CCF747AB7F52C07C805F4BCA5844409686BC64AF7F52C00020460CB958444044F93A3EBD7F52C037BCCB15BE584440444B3536CA7F52C0D266B29EC25844403DB299EAC57F52C08236C5E8D3584440342CC049C57F52C0559EBB8AD65844407F356B4EC17F52C099ECBD38E7584440B1F61316BC7F52C027A644FDFC584440DB5B7A09B77F52C04A2ED60213594440B4B2D76AB37F52C0F9C874EF225944409475879AA77F52C023F22C6B5459444076EA5F7BA27F52C04ADBF598695944406C116888887F52C05B2109515B5944407A744C9C8D7F52C0A9005F7246594440,4004,501,3,3000501,Brooklyn Heights-Cobble Hill,BK09,1400000US36047000501,I,Brooklyn,4828.16991186,901506.97904,5.01,2,2.38796989262947e-05
29,0106000020E610000001000000010300000001000000190000004569FF76CF8052C03E4457CE1A5344408B0BFC43D98052C05F69C0BE0853444027F1A48FE28052C049E53322F652444069AC400CEC8052C0FA2EBE7EE352444008DCA6CFF58052C0E8D10893D1524440834CE43EFF8052C0AE93BE09BF52444082293FCC088152C0F986B4AFAC524440C0D07B6E128152C0A7C8B54D9A524440D9D1C0E7138152C08DA75B579C524440E22B4CFD148152C06D7236EA9D524440B70FD32B168152C089C3F2589F524440543F21BE178152C05BBA88F8A0524440C36A6D7A3B8152C0456A4012CC52444080709CF1318152C03A71F96ADE524440E042246A288152C03A2040C6F0524440277553DD1E8152C0F6B0C32303534440BAEEFD53158152C07383FA8315534440DDF8E2C10B8152C09D0444EB27534440B38FF439028152C08296D6383A534440D6A0CBC2F88052C0584C94884C534440E167A9C7D48052C0EAEECD5F21534440CCFCE981D38052C0C68533B21F5344400314AA3CD28052C06012F7371E53444048B53D00D18052C0E10379B21C5344404569FF76CF8052C03E4457CE1A534440,4012,2000,3,3002000,Sunset Park West,BK32,1400000US36047002000,I,Brooklyn,5426.06727936,1620770.16274,20,3,1.99236361689217e-05
30,0106000020E6100000010000000103000000010000000F00000035440616D67E52C08638486CFA574440722620E2DC7E52C05F07B074E65744408C5B1FE8E37E52C0595B93AED1574440D6A61CF8EA7E52C00D93E5DCBC574440DCC33A06F27E52C0C0AF340FA85744406174B315F97E52C0647ACF4193574440C52261931C7F52C0AF2C93E0AE574440B2FC5E20407F52C0EF5CA08BCA57444024286614397F52C0015F4158DF57444003066D0A327F52C04278CC28F4574440F7A51C022B7F52C0110311F3085844402C5D0AEF237F52C0A021FAC21D584440FB024D2B1D7F52C0DE2DB8BD31584440246FDDA7F97E52C0BD0B531B1658444035440616D67E52C08638486CFA574440,4004,4100,3,3004100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,1400000US36047004100,I,Brooklyn,5283.85665969,1744094.3952,41,5,3.08579467340484e-05
33,0106000020E610000001000000010300000001000000190000004595C160E48152C0B9C132AC564F4440015B631DCE8152C009B1C10C414F44401B69A73BD68152C03C9ED1122E4F44406B83BE14E08152C09C706837174F44400B5B2677F38152C048EE2515EA4E444084F19D5DF98152C06DBE4302F04E4440FCD2DCC9058252C02A6D885FFC4E4440D85ABCE6068252C0C3B5077BFD4E444071AA2A480A8252C0048B53D8004F4440E8C8ECD50D8252C05F4F3763044F44409869554C118252C094FFD9D6074F44408F8D45CC148252C05A293D710B4F4440E2BD07CB218252C05B0E69D2184F4440F8DCFA5E2F8252C0B968CB6C1F4F444074D3E30A328252C08DB55EB9204F444086E8A01B468252C07FE42F7B2A4F444081C2AAA64D8252C07D602B262E4F44406AF4D518498252C0FA0F8D66444F44408B02BF9A448252C0F7643FB65A4F44408DF47906408252C07F363910714F4440A30595943B8252C01BA68C66874F444077DDFD7C0F8252C03616E1AF724F444021678F1B0D8252C02ABF6B427E4F44401848AAFAEE8152C0A2F5C304614F44404595C160E48152C0B9C132AC564F4440,4013,5800,3,3005800,Bay Ridge,BK31,1400000US36047005800,E,Brooklyn,6098.16779894,2080303.3141,58,5,2.58710852504122e-05
34,0106000020E61000000100000001030000000100000014000000721AD87DD08152C091518BDDB74F444024D20B4BD58152C0B05AAB83A04F44408C80A6E4D58152C0D0425F929D4F4440F9445DE0D98152C0649E172C8A4F44400076EA45DB8152C05252B138834F44406199FF6ADE8152C0E95433CC734F4440E8387CFADF8152C0B249711D6C4F44404595C160E48152C0B9C132AC564F44401848AAFAEE8152C0A2F5C304614F444021678F1B0D8252C02ABF6B427E4F444077DDFD7C0F8252C03616E1AF724F4440A30595943B8252C01BA68C66874F4440B8D87FE5368252C05A2660B89D4F4440650C8057328252C0FB17F70CB44F4440E4E6F9C32D8252C073717B5DCA4F444098EFB1D4288252C00667A279E24F4440E2DCBCE2FC8152C0069CDAA1CD4F4440AE309C9FF48152C0AD26D494C94F4440DF2D36DFDC8152C0BD6194EFBD4F4440721AD87DD08152C091518BDDB74F4440,4013,6000,3,3006000,Bay Ridge,BK31,1400000US36047006000,I,Brooklyn,5498.33438676,1639073.92632,60,8,5.25365714467238e-05
65,0106000020E6100000010000000103000000010000001700000093E8198ADA7F52C090394DC1D44F444046B12D41DE7F52C0A445FDFCB84F4440DB1D6AFFDE7F52C0E06B4A45B04F4440CCC0A20EE47F52C05E8B8039914F44400682DC9CE57F52C050310E6E854F444081FDD1FCE87F52C0474B72996C4F4440BA9FE088EC7F52C0C3385F07534F444043309335F07F52C07467999B394F4440C65E2E12F47F52C0DDA8AA6E204F4440626C1197F67F52C02CD2CA6B0E4F44405114A19DF77F52C0A66E6A1C074F4440CEC43BC7F97F52C0412C974A094F4440229E2CCB1D8052C03331FB09354F4440DB8E32D9418052C00B8F659F604F44409F97D349388052C0D0266EF2724F44408F0032CF2E8052C0F654483D854F44406B23A949258052C0C96C329C974F44406B9551C01B8052C08CA252E6A94F444076D97DB2138052C0430D5C4FB94F4440ACDF74AE088052C095DFB084CE4F44400AC23B20FF7F52C066910BE4E04F4440A6FCA8DFF47F52C0863D00B4F44F444093E8198ADA7F52C090394DC1D44F4440,4017,19000,3,3019000,Bensonhurst West,BK28,1400000US36047019000,E,Brooklyn,6614.31896315,2291793.6054,190,6,2.81802892510865e-05
35,0106000020E61000000100000001030000000100000025000000A1C723E1C17F52C0F2CC93B6425744402E7F431DC77F52C0B86ABBF92C574440F0F4CCFCCC7F52C087BEAA9314574440665D157AD37F52C007B17CEBF9564440C38FDBD9D97F52C0DBF0640BDF564440020C1057E07F52C0B73D4E50C4564440FC4B1214E67F52C02CBB7341AC564440F966A929EB7F52C01E0D972E97564440D303B441F07F52C09925A50B82564440458DD060F57F52C0F2D3D8F86C5644402D10B970FA7F52C067B110CC57564440C693B638FD7F52C0B7151A194C5644406CD38348FE7F52C0B173C31447564440F21B981CFF7F52C0008D593643564440CCF7EA5F078052C05A6832D85E5644407F3AB1C60C8052C04275D107705644401142DC5C118052C0B24AC49B78564440C662D36D128052C012F1E8417D5644408A50C6CD0E8052C0735DAF457B56444089A3F7A30D8052C0E9556A767A564440A34F580B0B8052C08AA8B39C78564440ECDCB5D8108052C089C33BBC94564440E6937019198052C0492FDFCBB0564440F58A0C57238052C04434A9B0CE564440D0F7FD5E248052C0DFBFF63BD1564440A2C582E81F8052C01F4E8D71E456444096D465381F8052C029668D55E756444052ABE8D5188052C0B8A3FA2502574440BD2C8EF3158052C0CAA5C9350E574440B7FE0362128052C0FF6146E31C574440232921AD108052C09B63DF2E245744406D9AF5F60B8052C0D57D09B537574440E4B67D5F0B8052C07DA063313A574440D6169516068052C05E7497235057444082CB0FCC008052C01E15B21966574440A6B82961E27F52C0CDF9F43055574440A1C723E1C17F52C0F2CC93B642574440,4005,6500,3,3006500,Carroll Gardens-Columbia Street-Red Hook,BK33,1400000US36047006500,I,Brooklyn,7861.13662189,2685633.61509,65,1,4.0079385573779e-06
36,0106000020E610000001000000010300000001000000110000004DD78D61A47F52C0F5A14AE8BC57444015B8C42AA77F52C0A01A895CB15744409588D075AC7F52C0307FF8689B574440F07044E3B17F52C0E3F278D18457444042268036B77F52C0D6902DCA6E57444010CB1784BC7F52C0796CC4B758574440A1C723E1C17F52C0F2CC93B642574440A6B82961E27F52C0CDF9F4305557444082CB0FCC008052C01E15B21966574440EDD4EB80FB7F52C06A30540C7C5744405DBEB62DF67F52C038318C0C925744407A0003F0F07F52C0130CE90CA857444097C54353E27F52C06E2D3FC6E55744402BF6A864D37F52C02B517FE7DB5744405AC8B254C47F52C038BB8300D2574440B25CA665B47F52C05284C07AC75744404DD78D61A47F52C0F5A14AE8BC574440,4005,6700,3,3006700,Carroll Gardens-Columbia Street-Red Hook,BK33,1400000US36047006700,I,Brooklyn,5236.04780352,1680804.29592,67,2,1.28079808477486e-05
37,0106000020E61000000100000001030000000100000026000000B2FC5E20407F52C0EF5CA08BCA574440A9E7DA0C477F52C05964B770B55744408AC9514D487F52C093281FA0B15744406A7597D0487F52C056231010B0574440D9E7F7E64C7F52C04B9F3E9BA35744402EC942624D7F52C039568423A257444038813BE14D7F52C07A1190A0A0574440855CDB444E7F52C007F5AB799F574440FF7E287F517F52C04652BFEB95574440F71B8BF2517F52C0422D2C969457444003CA50E5547F52C0612EF9DB8B574440ACA1BB80557F52C0E4DF4F158A57444089DA7F12567F52C0D3BAE16A885744405D71BD98567F52C020A928E28657444083E5C613577F52C03C7B3A7A85574440F1618248597F52C056F121067F57444095D25CE3597F52C0A3571D417D574440657B5F075C7F52C05370ECFD76574440C70EDAA75C7F52C0E331612D755744401D7D8D315D7F52C0A0D3C29E7357444098F804E75D7F52C0EA4F749171574440AA5B22AB5F7F52C0D566AF746C574440BDD75365607F52C0E850B2596A574440E24E431A637F52C06F0FC98362574440017E4F22877F52C0CE0C405C7E5744409588D075AC7F52C0307FF8689B57444015B8C42AA77F52C0A01A895CB15744404DD78D61A47F52C0F5A14AE8BC574440D56B2FDAA17F52C044A3CB92C75744407098DB319F7F52C0F0B2B090D25744407A629F899C7F52C0DCE80BB0DD574440224C57369A7F52C0D628999EE7574440FE8A3436977F52C0B79FFAC8F35744405C8D82DA927F52C0E47DDBDB05584440BE3134B5917F52C002FFB2A10A58444016F149F17B7F52C0363D52E8F95744400FA65AD1637F52C0AC04EAB1E6574440B2FC5E20407F52C0EF5CA08BCA574440,4004,6900,3,3006900,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,1400000US36047006900,I,Brooklyn,5563.97132134,1927677.55339,69,6,3.35030017814272e-05
38,0106000020E610000001000000010300000001000000110000005832B253E28052C04DAE50B52452444004348FDEEB8052C02AE2A3601252444083A9256DF58052C08D68ED03005244409FD38EFAFE8052C0A8561DB4ED5144401748CBE1088152C0C15F858FDA514440960D3FC52C8152C01D80348405524440950DF9F72D8152C0C1F421F506524440C1536CFD2E8152C008B2E7370852444056C2FC6F4B8152C0C132BFD42A5244405524CA7C418152C07792A77C3D524440161FD5F5378152C088BB70DB4F524440613CCBA52E8152C096C627E46252444088B9F35D258152C0EE453BDC75524440E553FF27088152C076997A6B52524440B879334C078152C086295262515244406181875B068152C0F3038D3F505244405832B253E28052C04DAE50B524524440,4012,7400,3,3007400,Sunset Park West,BK32,1400000US36047007400,E,Brooklyn,4994.5638861,1516613.03139,74,17,0.000120654270697768
39,0106000020E610000001000000010300000001000000120000007DD72526BC8052C0CCD241276E5244402F7157AFC58052C0ED7BC2C15B52444039EEA33ECF8052C0910D176D49524440D2D72BCBD88052C06195690E375244405832B253E28052C04DAE50B5245244406181875B068152C0F3038D3F50524440B879334C078152C08629526251524440E553FF27088152C076997A6B5252444088B9F35D258152C0EE453BDC75524440A041C0211C8152C03C06C35888524440A7A44B1A188152C08A0A24CE8F524440C0D07B6E128152C0A7C8B54D9A52444082293FCC088152C0F986B4AFAC524440834CE43EFF8052C0AE93BE09BF5244406A1CEB06E28052C0D323B4DB9B524440C37EEA25E18052C0C4BBEDCD9A52444035079324E08052C03D345C97995244407DD72526BC8052C0CCD241276E524440,4012,7600,3,3007600,Sunset Park West,BK32,1400000US36047007600,E,Brooklyn,4980.0475141,1510401.67828,76,10,7.12649303306234e-05
40,0106000020E6100000010000000103000000010000001100000046A5B6F5958052C060A8C28EB7524440DA8B1A819F8052C0D244FC35A5524440D52DC410A98052C0F2E3E9DA925244407CC83E9FB28052C0E24A1D84805244407DD72526BC8052C0CCD241276E52444035079324E08052C03D345C9799524440C37EEA25E18052C0C4BBEDCD9A5244406A1CEB06E28052C0D323B4DB9B524440834CE43EFF8052C0AE93BE09BF52444008DCA6CFF58052C0E8D10893D152444069AC400CEC8052C0FA2EBE7EE352444027F1A48FE28052C049E53322F65244408B0BFC43D98052C05F69C0BE085344404E06B0E4BB8052C04381F858E552444077FFF1F5BA8052C06EA54739E4524440EC5FFDDDB98052C0E90B4BE7E252444046A5B6F5958052C060A8C28EB7524440,4012,7800,3,3007800,Sunset Park West,BK32,1400000US36047007800,E,Brooklyn,4986.67159544,1509791.98953,78,7,4.99055873572204e-05
41,0106000020E610000001000000010300000001000000110000000928E9CB6F8052C09984B1E50053444083340D53798052C0818B518DEE5244407380E6DF828052C0C8241031DC524440F210D0608C8052C05FB770F8C952444046A5B6F5958052C060A8C28EB7524440EC5FFDDDB98052C0E90B4BE7E252444077FFF1F5BA8052C06EA54739E45244404E06B0E4BB8052C04381F858E55244408B0BFC43D98052C05F69C0BE085344404569FF76CF8052C03E4457CE1A5344409AF4BDD7C58052C0C08516062D534440F602A768BC8052C03CE5958C3F5344400D9C08F2B28052C0D0553F225253444057D8EED5958052C01563818B2E5344408955D2EE948052C051B6805A2D53444071D2ECE6938052C04BD669EB2B5344400928E9CB6F8052C09984B1E500534440,4012,8000,3,3008000,Sunset Park West,BK32,1400000US36047008000,E,Brooklyn,4989.72310287,1506326.48527,80,7,5.00203875521191e-05
42,0106000020E6100000010000000103000000010000000D0000003A8B1FC44D8052C0E7761D6760524440F40F4F51578052C0EF1801094E52444002BE33DE608052C04FDF02A33B52444015C457726A8052C071DCA5432952444048BF3CFB738052C0A9F060F216524440C0257A11988052C0AC652090425244407DD72526BC8052C0CCD241276E5244407CC83E9FB28052C0E24A1D8480524440D52DC410A98052C0F2E3E9DA92524440DA8B1A819F8052C0D244FC35A552444046A5B6F5958052C060A8C28EB75244402C6AB8E1718052C0E87823FE8B5244403A8B1FC44D8052C0E7761D6760524440,4012,9800,3,3009800,Sunset Park East,BK34,1400000US36047009800,E,Brooklyn,5203.97958488,1625498.65245,98,18,0.000119193885837469
43,0106000020E6100000010000000103000000010000001B000000084BE7D8B07F52C06CAC070D705444402BB7E369BA7F52C0C3E437A55D5444409E296DF6C37F52C0175B71464B5444406DF62A82CD7F52C04B6E180139544440457E4E10D77F52C03732BD9D26544440F7C015B9E07F52C02C9D5F2414544440A2535037EA7F52C06CB1FCDC015444408608D3D1F37F52C08430C979EF5344408770F557FD7F52C04A63D823DD534440B4AC02C5068052C061E090DFCA5344406EB28AE72A8052C0651E054EF6534440DD310DDC2B8052C0CFA9F073F753444061AD03CA2C8052C0ADEF3094F8534440A2FEF5F8498052C06EC1A9ED1B54444026A19C86408052C04B07374A2E544440D2F1BED9368052C0F524895E40544440E3E9E2012D8052C09052E149525444406FC18F39238052C0E766FF9065544440FB8E8F1B1A8052C0CC0797CC77544440B9A23AA6108052C00EDD3FC8895444405AC90FCD068052C004D908E69B544440F4BAF593FD7F52C0AB815F98AE5444406454A4F4F37F52C06DD389D9C054444027E33755D77F52C0CB4D2D909E5444406CA92FE1D57F52C04A7B89D29C54444099ACD749D47F52C0819013E69A544440084BE7D8B07F52C06CAC070D70544440,4012,10100,3,3010100,Sunset Park West,BK32,1400000US36047010100,I,Brooklyn,7585.52913318,3393635.78429,101,7,2.22024618137437e-05
44,0106000020E6100000010000000103000000010000000D0000005CCB49269A8052C09B225D87CD5144401B2766ACA38052C053B16A2ABB514440B8A5AC37AD8052C01B547DD3A8514440DCBC69C2B68052C0E8D66477965144404B122AA9C08052C0B47E846D83514440E85333BCE48052C075B39A01AF5144401748CBE1088152C0C15F858FDA5144409FD38EFAFE8052C0A8561DB4ED51444083A9256DF58052C08D68ED030052444004348FDEEB8052C02AE2A360125244405832B253E28052C04DAE50B524524440BA81823CBE8052C088972E26F95144405CCB49269A8052C09B225D87CD514440,4012,10200,3,3010200,Sunset Park East,BK34,1400000US36047010200,E,Brooklyn,5223.37848122,1640687.83875,102,9,5.9045241372195e-05
45,0106000020E6100000010000000103000000010000001100000096EE0DFA518052C031CCD26176514440FC74ED855B8052C0172A891064514440B9D6C913658052C073CD08A051514440F2916626698052C084B114CE49514440B1FCB29C6E8052C0C3B931513F514440F685D686788052C0EDA613462C514440168150959C8052C0B6CF5BD5575144404B122AA9C08052C0B47E846D83514440DCBC69C2B68052C0E8D6647796514440B8A5AC37AD8052C01B547DD3A85144401B2766ACA38052C053B16A2ABB5144405CCB49269A8052C09B225D87CD51444063C94E1D8B8052C07CB1B75EBB5144400BB87898868052C0E1AA74E9B5514440EEF6900E858052C0DEFFAE0DB45144404809CA0F768052C0292E2FF1A151444096EE0DFA518052C031CCD26176514440,4012,10400,3,3010400,Sunset Park East,BK34,1400000US36047010400,E,Brooklyn,5221.79169185,1639390.92125,104,21,0.000137881213071556
46,0106000020E6100000010000000103000000010000000F00000092E62E97058052C0A151752F09524440E70F85D30A8052C00C6E7D28FF514440DEB97B290F8052C0ABABC1DAF6514440FD04CEB3188052C0E8494079E451444005644241228052C0F9031522D2514440273F21D2268052C095DE7C5DC95144402D28C8C72B8052C0A19432D7BF5144408E7DC5E44F8052C0C9D5115FEB51444048BF3CFB738052C0A9F060F21652444015C457726A8052C071DCA5432952444002BE33DE608052C04FDF02A33B524440F40F4F51578052C0EF1801094E5244403A8B1FC44D8052C0E7761D67605244406B21F5B1298052C040F207C83452444092E62E97058052C0A151752F09524440,4012,10800,3,3010800,Sunset Park East,BK34,1400000US36047010800,E,Brooklyn,5203.51659987,1624849.98804,108,7,4.63716990499493e-05
47,0106000020E610000001000000010300000001000000100000004748F6BC4C7F52C01E6AD07F72524440B0629C89587F52C0EB73A6F462524440FBA9C34A647F52C0576D60365352444071B6B307707F52C015A9008843524440CBE018C07B7F52C0024533C533524440C66C92F59E7F52C00A6A5C475E524440E4C275A2A17F52C0E820929961524440191692CFC27F52C09AE31BAD895244409D33E442B97F52C0E36172FE9B524440C075F0A8AF7F52C053E7D45BAE524440462E96F3A87F52C077656354BB524440C9640224A77F52C07A2D4C97BE5244401D1D998BA07F52C088BE9163CB5244400A8761899C7F52C026EACB2AD3524440FC1D3FC9797F52C002CF910CA95244404748F6BC4C7F52C01E6AD07F72524440,4012,11000,3,3011000,Sunset Park East,BK34,1400000US36047011000,E,Brooklyn,5365.03647983,1699091.86361,110,8,5.06805851520436e-05
48,0106000020E610000001000000010300000001000000130000006C05FD70B67F52C079FE7D48E551444085ABA830C27F52C0F0DDC29AD5514440C0D345E5CD7F52C04549E2EAC5514440207F3EA0D97F52C05AA56E3EB65144403E20425CE57F52C02A8DF480A6514440AD6D4619F17F52C0AA214DD396514440BE0146D8FC7F52C052F1341A87514440390D03B1078052C0A30E883C945144402D28C8C72B8052C0A19432D7BF514440273F21D2268052C095DE7C5DC951444005644241228052C0F9031522D2514440FD04CEB3188052C0E8494079E4514440DEB97B290F8052C0ABABC1DAF6514440E70F85D30A8052C00C6E7D28FF51444092E62E97058052C0A151752F09524440406F6604FC7F52C0813B77981B524440C2E8697EF27F52C07F5BC2E32D52444078ED3F6ACE7F52C0A3FCB043025244406C05FD70B67F52C079FE7D48E5514440,4014,11400,3,3011400,Borough Park,BK88,1400000US36047011400,I,Brooklyn,5462.28193697,1806159.31396,114,5,2.97977278448685e-05
49,0106000020E6100000010000000103000000010000000F00000007E455E5A38052C03AC1B38BA75044408FDA8050AF8052C0AD45BC3F9850444081E20A39BB8052C0FC37106688504440DD40AFEDC68052C0CE1A72BA78504440B6AD041FD08052C055BAAED983504440D4C84C83ED8052C0A759E859A75044400A5A702CF48052C0EC475265AF504440CCB50D9C008152C0815AF42BBE504440E7D70BEF068152C0FBB689AFC550444020841504028152C0F299CEA6DD504440BC265BB5FC8052C0505BC730F650444074173728F88052C0D1749E6A0D5144400C6A14E2D78052C0120ABBD3E5504440C7CF9FBCB38052C002C1F72EBA50444007E455E5A38052C03AC1B38BA7504440,4013,12801,3,3012801,Dyker Heights,BK30,1400000US36047012801,I,Brooklyn,4828.9839164,1238338.68743,128.01,4,3.476887129504e-05
50,0106000020E6100000010000000103000000010000001100000000851A962F8152C0B0F6804EF0504440CCC11990358152C0193C7223D3504440A2E0B952388152C046C7D0DEC5504440AD9CCE893B8152C01B7AE32CB650444001E799293D8152C008DB4803AE5044408260F24E408152C062EE6D179F504440144BC82C488152C06273204CA6504440DCC54BD6688152C0CAF51F37C4504440158EE9BC918152C0C96133DCEA504440F9D4791C8D8152C064AA7F8501514440EA91FE4D878152C0FE0478E11D5144405BD16D54818152C0F0BD11173B514440028D0DB07C8152C0F5BDFA1F52514440CFE11482538152C0DDDF3A732C514440085B079D3B8152C051B5ED4F16514440D39766EB2A8152C0A7FD753E0751444000851A962F8152C0B0F6804EF0504440,4013,13000,3,3013000,Bay Ridge,BK31,1400000US36047013000,E,Brooklyn,5648.2365064,1899181.55643,130,12,6.80117723143706e-05
51,0106000020E61000000100000001030000000100000016000000DD40AFEDC68052C0CE1A72BA78504440FB35E3A7D28052C0F405D3106950444055483D5DDE8052C0C04A1763595044402E6F900AEA8052C06E5070A24950444070D394C5F58052C0B60FABF639504440B65A9E5C018152C0296DAA6F2A5044405CE440220E8152C023F5CC6719504440F950AACF1A8152C05C5591D2085044408BC7EF85268152C00190DF0DF94F44409DD1C73A338152C0FCD6DEA2E94F4440036A7E52248152C0A129B61F34504440F6A8FF2D1A8152C0DAAE779A65504440BA207407168152C0CBC5522F7A504440BE25AB52158152C0655BABAF7D5044402D8555AF108152C0632BEEF295504440D15772C40B8152C00ED5CA32AD504440E7D70BEF068152C0FBB689AFC5504440CCB50D9C008152C0815AF42BBE5044400A5A702CF48052C0EC475265AF504440D4C84C83ED8052C0A759E859A7504440B6AD041FD08052C055BAAED983504440DD40AFEDC68052C0CE1A72BA78504440,4013,13200,3,3013200,Dyker Heights,BK30,1400000US36047013200,E,Brooklyn,6369.3349932,1665114.51858,132,3,1.93931761022423e-05
52,0106000020E6100000010000000103000000010000000F000000A0E389E5967E52C0A84CC4C07456444036D571F29D7E52C016EC8EFE5F56444099864C08A57E52C03245583C4B5644409F3FD1BCAE7E52C047697BF433564440FEAD33F5B67E52C0BEBE3136205644402D2ECE9FDD7E52C04E2D07A3455644402A414B3D047F52C09F46F4256B5644409DBFD14D057F52C02771B1276C564440D3F2592EFD7E52C0D153B1AB7F564440D856BF39F87E52C06A45000A8C564440A305513BF17E52C0F9D614B3A0564440510FA842EA7E52C0F4132543B55644403555E21DE97E52C00F59F857B45644401CC86CDBBF7E52C00C6094AE94564440A0E389E5967E52C0A84CC4C074564440,4005,13300,3,3013300,Park Slope-Gowanus,BK37,1400000US36047013300,I,Brooklyn,5175.70326985,1596011.18625,133,3,2.02326239608712e-05
53,0106000020E6100000010000000103000000010000001D000000036A7E52248152C0A129B61F345044409DD1C73A338152C0FCD6DEA2E94F4440412C6B923A8152C05B0B8603E84F4440DFAF96853D8152C03182DF03E84F4440AB1345F43E8152C099736003E84F4440D7C4B6D4408152C0514B33FBE74F44404D05DADC438152C0F6F07AF2E74F44407E5732C3468152C00C77D63DE84F4440A10570E5488152C0C15CA24EE74F4440371B5FA5418152C095FFCC0EFC4F4440038E6E3E5B8152C0E5C0AABC1A5044405A3EAF765D8152C06271A2EC0F50444097E8292B608152C0D89677BF02504440AEE64D14658152C0EE1F4CDDEA4F4440E4DACAE2808152C08124E9770C504440C702D9BA8B8152C0F65B99921950444001EC592BB38152C0F0A266AB47504440E687A74BAE8152C073AE5FAE5F50444001508A4CA98152C052727F837750444031764E6AA48152C05255E6728F504440619FA1839F8152C08FA8546CA750444030DE472B788152C0F7B2E14879504440810C0080518152C0B03595994A5044408A4326A5368152C0A2A49E742A5044409FE17961318152C0F39BD6D8435044408C4D30F52B8152C043270C543D504440892749D92A8152C07013C5FE3B50444025D3E29E298152C0877A94833A504440036A7E52248152C0A129B61F34504440,4013,13600,3,3013600,Bay Ridge,BK31,1400000US36047013600,I,Brooklyn,8233.66527745,2322222.35656,136,10,4.63517123474874e-05
